Date,Open,High,Low,Close,Adj Close,Volume
04/06/20,2046.75,2100,2046.75,2091.550049,1953.406128,4048593
05/06/20,2091.600098,2098,2040.300049,2048.25,1912.965942,3573289
08/06/20,2078.25,2095,2062.100098,2071.75,1934.91394,2957841
09/06/20,2063.100098,2095.5,2060.25,2072.050049,1935.194214,2909439
10/06/20,2077.050049,2132,2073.5,2108.75,1969.470093,5168397
11/06/20,2100,2105,2061.800049,2067.649902,1931.084473,2269513
12/06/20,2011.199951,2049.199951,2011,2039.5,1904.793701,2842642
15/06/20,2039.099976,2059,2000.949951,2029.900024,1895.828003,2399022
16/06/20,2065,2073.949951,2031,2045.800049,1910.677734,2146528
17/06/20,2046,2058.850098,2026.550049,2047.800049,1912.545532,2703527
18/06/20,2045,2059.199951,2025.199951,2038.099976,1903.48645,1944389
19/06/20,2042,2090,2032,2044.599976,1909.556885,5681758
22/06/20,2050,2052.25,2019.150024,2027.949951,1894.00647,3196138
23/06/20,2027,2044,2010,2035.300049,1900.871582,4205944
24/06/20,2034,2064.25,2031.599976,2042.199951,1907.315674,2560937
25/06/20,2035,2060,2009.25,2016.099976,1882.939697,3043931
26/06/20,2025,2132,2019.949951,2118.850098,1978.903076,6300722
29/06/20,2108,2127.600098,2091.300049,2101.649902,1962.838745,3076341
30/06/20,2100,2111.899902,2075.050049,2082.149902,1944.626831,3071725
01/07/20,2079.699951,2113.949951,2079.5,2092.050049,1953.873169,2503466
02/07/20,2102,2165,2098,2157.149902,2014.673462,3758699
03/07/20,2163.649902,2205,2160.25,2199.649902,2054.365967,4185208
06/07/20,2205,2269.899902,2205,2263.199951,2113.718994,5190366
07/07/20,2275,2302.699951,2232.149902,2269.899902,2119.976563,5630055
08/07/20,2270,2274.399902,2207.600098,2218.899902,2072.344727,2793358
09/07/20,2229,2244.5,2191.050049,2204.350098,2058.755615,3443998
10/07/20,2205.25,2249.850098,2176,2222.350098,2075.566895,9610320
13/07/20,2220,2244.949951,2210,2220,2073.372314,2963503
14/07/20,2210,2239,2165,2171.949951,2028.495605,2976738
15/07/20,2185,2260,2181.100098,2233.899902,2086.354004,5569321
16/07/20,2244,2333,2220.100098,2234.75,2091.82959,8582118
17/07/20,2237,2243.899902,2190.050049,2200.75,2060.004395,4509135
20/07/20,2201,2226.899902,2190.800049,2207.899902,2066.696777,2952646
21/07/20,2230,2238.649902,2201.149902,2225.050049,2082.750244,2665286
22/07/20,2231,2231,2184.199951,2190.949951,2050.830811,2861534
23/07/20,2190.949951,2190.949951,2163,2171.199951,2032.34436,2265766
24/07/20,2154.5,2163,2125.100098,2157.399902,2019.427002,3665100
27/07/20,2165,2215,2163.5,2206.800049,2065.667236,4248480
28/07/20,2215,2320,2215,2309.75,2162.033203,8092319
29/07/20,2292,2342,2246.050049,2276.050049,2130.488281,6090431
30/07/20,2285.899902,2358,2272.25,2279.5,2133.717529,7098496
31/07/20,2303.149902,2334.800049,2257.449951,2281.399902,2135.496338,4723290
03/08/20,2290.449951,2303.850098,2230.699951,2254.149902,2109.98877,4012337
04/08/20,2259.949951,2269.649902,2225.050049,2249.699951,2105.824219,2927928
05/08/20,2260,2300,2253,2259.5,2114.997314,3800641
06/08/20,2275,2319.5,2265.350098,2308.100098,2160.488525,4748047
07/08/20,2308,2328,2287,2295.350098,2148.554443,3165491
10/08/20,2318,2325,2276.050049,2282.800049,2136.807129,2929353
11/08/20,2283,2312,2275.600098,2279.899902,2134.092285,2774423
12/08/20,2288.350098,2296.399902,2246.550049,2257.350098,2112.984863,3415751
13/08/20,2273,2300,2250.5,2254.449951,2110.27002,2695682
14/08/20,2277,2281.300049,2233.100098,2242.149902,2098.756592,2270405
17/08/20,2263,2270,2238.25,2253.399902,2109.287109,2625630
18/08/20,2262.800049,2289,2248.300049,2269.75,2124.591553,3493374
19/08/20,2276.350098,2284.600098,2252.5,2256.600098,2112.282471,2843005
20/08/20,2257,2276.550049,2240.050049,2252.850098,2108.772705,2895164
21/08/20,2260,2271,2241.050049,2248.600098,2104.793945,1975294
24/08/20,2250.600098,2259.949951,2230,2248.100098,2104.326172,2167966
25/08/20,2245,2250,2233.550049,2242.649902,2099.224121,1663419
26/08/20,2242,2259.899902,2216.449951,2253.5,2109.381104,2618149
27/08/20,2266,2287.350098,2241.75,2248.399902,2104.606689,3579393
28/08/20,2268.399902,2279.949951,2235.100098,2238.550049,2095.386719,2941136
31/08/20,2240,2276.199951,2228,2257.25,2112.891113,6018154
01/09/20,2269,2278,2241.300049,2246.350098,2102.688232,3610908
02/09/20,2247,2268.75,2241.649902,2265.149902,2120.285645,2084137
03/09/20,2268,2324,2268,2299.5,2152.438721,4654146
04/09/20,2275,2324.25,2262.949951,2288.800049,2142.423584,5231303
07/09/20,2289,2343.5,2283.350098,2327.050049,2178.227051,4620401
08/09/20,2335.949951,2390.449951,2327.050049,2348.199951,2198.024414,7453998
09/09/20,2325,2359,2320,2327.649902,2178.788086,3866535
10/09/20,2335,2348.5,2324.300049,2331.149902,2182.064697,2308813
11/09/20,2330.949951,2383,2330.149902,2374.100098,2222.268311,4145424
14/09/20,2384.100098,2505.75,2381.850098,2491.399902,2332.066162,7512131
15/09/20,2491.399902,2538,2464.600098,2491.399902,2332.066162,7318770
16/09/20,2488.949951,2507.600098,2477.300049,2503,2342.924805,3074003
17/09/20,2480,2495.75,2450.600098,2460.949951,2303.563477,4828176
18/09/20,2485,2500.399902,2436.399902,2449.899902,2293.219971,4183256
21/09/20,2465,2504.899902,2452.149902,2465.300049,2307.63501,4598809
22/09/20,2485,2555,2458,2522.949951,2361.598389,7499613
23/09/20,2510,2519.850098,2409,2467.449951,2309.647461,7502280
24/09/20,2450,2450,2302.600098,2332.25,2183.094482,8424708
25/09/20,2368,2440,2352.100098,2422.300049,2267.385742,8228267
28/09/20,2440,2444,2366,2426.300049,2271.130127,4347166
29/09/20,2434.850098,2511.050049,2426.300049,2488.399902,2329.25708,6995811
30/09/20,2489,2505,2460,2492.300049,2332.908691,3917166
01/10/20,2510,2540,2492.300049,2523.449951,2362.066895,2610337
05/10/20,2620,2728.100098,2603.050049,2705.800049,2532.75415,17412105
06/10/20,2736,2736,2650.100098,2714.300049,2540.710693,9846367
07/10/20,2742,2770,2703,2735.949951,2560.976563,9656101
08/10/20,2800,2885,2800,2825.699951,2644.986328,19839329
09/10/20,2810,2829.850098,2780,2812.949951,2633.051758,7739245
